-1.26408,2.29481,0
-1.10595,-0.0607836,1
-2.05016,1.47357,0
0.565898,1.03321,0
2.46006,-1.31074,2
-1.72834,-1.136,1
0.491732,0.707996,0
-2.15036,-0.843146,1
1.44099,-1.20505,2
0.598541,2.09598,0
-1.50063,1.10192,0
-0.67509,-1.66499,1
1.71232,0.34361,2
-0.540884,-0.311347,1
-1.1024,1.24505,0
2.02291,-1.04074,2
0.738884,0.781288,0
-1.20877,1.86593,0
-1.77338,-0.978057,1
-1.85431,-0.961252,1
1.76713,-1.42824,2
0.153832,0.704331,0
-1.72308,2.13195,0
0.592251,0.300739,2
-1.07302,1.43598,0
2.1058,0.06186,2
-0.579845,-1.42927,1
1.65673,1.45457,0
2.41534,0.395956,2
-1.23142,-1.60948,1
-0.952556,-0.420511,1
1.87556,-0.8054,2
-0.431815,-1.29266,1
1.59408,-1.49905,2
-0.856997,-0.897113,1
0.937889,1.35214,0
-0.0775805,-1.24151,2
0.602055,1.04767,0
-1.31876,2.35368,0
1.19583,0.767912,2
-1.69108,0.169571,1
-1.04181,-0.843124,1
1.56251,-1.55649,2
-0.456288,0.0475293,1
0.933551,1.31006,0
-0.58097,-0.800009,1
-0.98691,-1.26934,1
-2.234,1.49857,0
-2.35552,1.58628,0
1.64345,0.0289385,2
1.62701,1.73982,0
-1.44914,-1.34133,1
-0.371814,-1.22746,1
-1.8545,-1.76407,1
-0.281644,1.97079,0
-0.36114,0.0237309,1
0.703846,-2.23643,2
0.982601,1.09193,0
-0.389637,-1.49612,1
0.284372,-1.18318,2
1.45991,0.117891,2
0.776041,0.0214976,2
-0.537649,-1.0445,1
1.20341,1.80154,0
-0.504611,0.88139,0
1.48481,-1.56637,2
1.0998,1.35998,0
-0.594653,-1.98255,1
-0.246092,-0.922908,1
1.91857,-0.912146,2
-0.158318,1.53149,0
-2.24917,0.0922534,1
1.43514,-0.899689,2
-2.03895,1.43272,0
-0.27201,-0.320563,1
-1.62295,-0.229916,1
-0.860519,-0.215711,1
-0.142817,0.886817,0
-1.70613,-0.883814,1
1.27179,1.86805,0
1.10355,-1.63748,2
-1.01994,0.461894,1
-1.5763,1.45137,0
-1.8221,1.36359,0
1.33998,1.25578,0
1.41968,-1.29265,2
0.571487,1.17373,0
1.61291,-0.508198,2
1.31899,0.151048,2
0.630925,1.56715,0
1.46734,-1.72939,2
1.32352,1.06543,0
0.613161,1.90732,0
-0.343412,-1.78871,1
1.85383,1.31559,0
1.18113,-0.428571,2
0.268988,0.740976,0
0.105632,-0.20539,2
0.80401,-3.02045,2
0.953614,1.88661,0
0.591539,0.850432,0
0.876116,-0.659988,2
1.12049,-0.959023,2
-0.0368553,-0.815144,2
0.843065,0.302608,2
0.0720968,-1.60598,2
2.14775,-1.12007,2
0.789376,-2.83513,2
0.67254,1.08492,0
0.795792,0.443916,2
-1.27047,0.548414,0
-2.07835,1.69628,0
0.88727,-1.75446,2
1.69307,-0.544941,2
0.201124,1.0618,0
-0.488045,-0.478444,1
1.60401,0.26577,2
2.01843,-1.67575,2
-1.37537,-0.826655,1
0.523533,1.16061,0
1.36752,1.5646,0
1.13501,1.61109,0
-1.20152,0.340318,1
1.65788,-2.99681,2
1.31512,-0.942428,2
0.99557,-1.23792,2
0.557433,1.00345,0
0.996799,0.783994,0
-0.674897,-1.78612,1
2.03537,1.06017,2
0.92376,-0.484232,2
0.0566025,-1.86835,2
0.446279,-2.45596,2
1.18396,-0.508488,2
-0.837258,-2.28409,1
0.925178,1.41569,0
1.42633,-1.94855,2
-1.53681,-1.31017,1
-0.99744,-1.7279,1
-1.77056,0.621498,1
0.655424,-0.0678664,2
1.43123,0.103455,2
-1.17231,-1.87915,1
-1.55133,1.21095,0
0.782576,-0.19356,2
-0.68567,0.688926,0
-1.7573,-1.56165,1
-0.364966,-0.353419,1
0.605425,1.99449,0
-0.700606,-0.701574,1
-0.143284,0.0751817,2
2.15377,-1.94684,2
2.11977,0.499318,2
1.07928,-0.149373,2
-1.11644,-0.896604,1
-0.963748,-1.68937,1
-0.586186,1.86971,0
-1.12302,0.862003,0
-0.779056,-1.42064,1
1.39835,-0.896876,2
0.87782,-1.47902,2
1.45481,-2.15729,2
-0.534826,-2.24204,1
1.13423,-1.79465,2
1.14632,1.42468,0
0.248812,1.59275,0
-1.08587,-0.73942,1
-0.652913,-1.73941,1
0.29819,-0.289424,2
-1.06223,1.72363,0
1.69492,0.823795,2
-0.497507,-0.931698,1
-1.50536,-1.28321,1
1.63852,1.05773,0
-1.10255,-2.24956,1
-1.91163,0.0136606,1
0.293593,1.6777,0
0.157668,-0.804509,2
-1.55896,1.76043,0
-1.71168,-1.56954,1
-0.775172,0.622191,0
-1.59095,1.92918,0
-2.84796,-0.470471,1
-1.52053,-0.809932,1
0.475444,1.27179,0
-1.36768,0.606359,0
-0.940404,0.473348,1
-1.42692,-0.50683,1
-1.50683,-0.973808,1
1.58875,-1.21053,2
0.881652,0.462092,2
1.18802,0.670772,2
0.427387,-2.2556,2
0.0831356,-1.36632,2
2.04999,-0.992463,2
0.65185,2.92452,0
1.74502,1.28298,0
-0.918277,-1.535,1
1.18524,-0.69036,2
0.407516,-1.78515,2
-0.156924,-1.60626,1
0.312452,-2.70564,2
-1.52378,1.50809,0
-0.895106,-2.02085,1
-1.30595,-0.358377,1
-2.59665,0.684335,1
1.72108,-0.223442,2
0.771134,0.316686,2
1.34577,0.773863,2
1.15862,-1.93126,2
0.888764,-2.0453,2
-1.0162,-0.292611,1
-1.16999,2.08939,0
1.969,1.42599,0
-0.660909,0.341213,1
0.853382,-0.955756,2
-1.97573,-0.594485,1
-1.26755,-0.741044,1
-1.85503,2.15905,0
-1.43873,0.195541,1
1.38277,-0.906928,2
1.25875,-1.37399,2
1.70293,1.70491,0
-0.630089,2.38072,0
-0.699192,-1.26502,1
-0.595197,-0.250431,1
-0.175038,2.32946,0
1.3826,-0.433361,2
-1.27838,-2.04914,1
0.211979,-1.86439,2
0.377402,-0.0109038,2
-1.76021,-0.822294,1
1.62265,0.617687,2
1.06097,1.22337,0
-1.14116,-0.807387,1
1.61076,0.619887,2
-0.212966,2.98704,0
-1.75765,-2.19306,1
-0.186933,-0.622983,1
0.151772,-2.24765,2
0.856302,-1.66767,2
0.967403,0.660972,2
1.30137,-0.495454,2
1.04284,1.76421,0
1.2111,-0.970093,2
-1.65118,-0.630913,1
0.628731,-0.964868,2
0.642469,-0.113322,2
-0.0458995,-0.819047,2
0.116306,-0.919892,2
-1.2954,-0.615461,1
0.638016,-0.982454,2
1.51846,-0.58489,2
-0.907027,-0.664405,1
-0.822498,-1.47983,1
1.34281,2.07911,0
1.08655,1.1238,0
-1.05748,0.252694,1
-0.294183,-2.23038,1
1.36592,-1.70279,2
0.810479,0.380785,2
-0.861375,0.909322,0
-0.716818,-0.470926,1
-1.15293,-0.474537,1
1.74771,1.78314,0
1.29547,-0.240335,2
1.18397,-0.484647,2
-1.00734,0.683479,0
-1.29569,-0.969341,1
-1.21685,-0.939669,1
-0.589361,-0.904466,1
-0.889262,1.07277,0
0.725505,-1.05805,2
-0.885863,-0.613202,1
-1.99801,0.847017,0
1.23558,1.23356,0
-0.747858,1.13244,0
-2.27555,-1.18464,1
2.52599,-2.47333,2
-0.283578,1.16772,0
-1.4065,1.00164,0
-0.115684,-1.26257,2
1.25562,-0.594192,2
-0.833219,-0.762842,1
1.33103,1.06747,0
1.66329,0.650949,2
-2.4225,0.542277,1
0.110624,0.573412,0
-0.862532,0.699956,0
-1.51769,0.941472,0
1.2704,0.754436,2
-0.465031,1.61299,0
1.08563,-0.26309,2
-0.200233,-1.49434,1
0.646033,-0.185359,2
0.497701,-1.45297,2
1.01567,0.409545,2
-1.07779,2.11246,0
2.42321,2.06359,0
-1.48472,-0.527599,1
1.50909,-1.58816,2
0.646224,1.27751,0
0.469114,-1.52576,2
-2.17897,1.02412,0
-1.92841,-1.02174,1
0.373545,0.933819,0
0.834666,1.29744,0
0.140744,1.47615,0
1.88767,-2.67866,2
1.74007,1.16446,0
-1.51846,-1.30167,1
-0.728196,0.928727,0
-1.79797,-1.47977,1
-1.85407,-0.597702,1
2.09533,1.18943,0
0.868336,-1.59511,2
1.01246,0.62796,2
-1.29032,-1.81635,1
0.932829,0.925489,0
-1.20339,0.783149,0
1.74959,-2.1715,2
1.70952,-1.31643,2
-1.82398,-0.0269955,1
0.635743,1.34206,0
