x,y
38.87413404216096,50.19528514758379
78.60466358808145,7.769308130296091
59.89241082747513,69.00195636033422
2.478520651950502,22.144483254790508
18.34464545224229,17.919575836661565
47.42414185065242,31.818857172189617
20.576051965564535,42.150590212411274
18.78001323963317,61.69450918996703
20.38916639027878,63.39910124302855
20.15554663560577,8.99682645387693
32.065336976601664,12.566253052135803
24.34971984862714,14.194123811563006
4.841357308265106,78.87270528970332
64.29425989110794,26.49883170514361
47.76979196959368,7.046445432622965
46.91337142720844,3.124805352966815
51.74166380343241,55.861556064038865
24.152998147582192,64.72473795543368
9.646004925523748,1.9928115569247673
30.361359011824696,21.256643123084533
5.790135176154054,59.08457879331291
28.287936306204884,44.18091969291437
12.608781421140183,57.78293751575119
2.2078295567714346,45.471734680243685
18.2531100431316,44.26615264219022
47.86691774292785,71.75936339778946
35.32535341949373,45.59542805172523
44.3882283099496,39.79878917444681
25.636293903036602,20.939539640129745
16.969326370571007,7.163069159551423
57.4899185510199,21.84660191683176
66.06705535922161,51.3041103276844
39.860832663625175,47.66299513931288
53.10533895911781,56.10560497586444
0.5388273703638813,8.850574670269173
10.445643625827525,46.862055074971984
41.293525698697636,10.798598742229952
52.51035107985034,76.17193143353089
74.93377676235946,19.354049525076142
67.65898604218262,53.46880246373685
64.15224151520182,34.09392368406911
2.653212814577426,2.8138916358489396
43.331654700184885,21.600716640530287
1.2534438546169735,29.983221167046324
47.13181738158909,15.171451427560925
47.08680815395303,9.24434229057332
7.811100451176491,25.638175845677864
63.33630666513159,0.11368697225332625
2.2817295046885278,46.747936758547574
65.58695515724474,11.386483430330676
6.726322871014689,44.808940254116806
57.99794022272111,12.784584777187202
75.90171470063375,59.55865871809043
79.17769794009796,33.1877992712632
0.45247164029444065,44.98809838054414
14.576974173073847,51.01761209315978
76.21718086009301,2.15051407829268
78.745949512351,68.73997785323911
4.397973843564289,17.70904046275236
46.609359218349724,30.12464155349763
62.89824028060994,52.28372342547674
7.223154083370593,12.416843202530172
24.507221729488606,13.700703955573461
65.56848581809432,71.58720049199482
57.68902032735256,73.05239131337603
23.719453322617827,62.234899363780585
0.37307628760738787,29.87889911624017
65.38015309915399,78.31458085413074
77.69860493280353,48.61582646905038
31.746447196645732,36.63557585645131
24.769941469511217,43.73648283632008
31.65560382728181,5.416779884652465
31.437336328295657,41.58683884436644
28.4866995298192,9.213867834685558
47.31708591711691,65.01272425821851
38.13510766439254,75.92608862106775
65.78881400851165,1.9966273801618506
10.740539837359515,73.51320147149644
33.213286156425646,35.02613369486319
62.13174596039359,53.65186276807661
65.50342124980307,17.23393617962192
47.03945832898823,68.69254916959241
28.567287306061424,55.95753015145937
24.665453578615466,9.342869028594318
34.05572394759986,61.23720406024046
32.59048313352601,25.08206857952458
30.69677848876558,45.73163734060561
49.88258001743698,37.69388257612312
23.323053303965313,68.64756626486839
21.076073026342222,3.882574142250217
15.887227235062076,38.76635748497614
63.56608643031561,79.61561835415577
19.99746686232374,2.8064779377907367
66.4069681843264,0.11499426669254298
55.63757136739114,47.89386323083794
4.103360970787993,21.387499419601006
14.528074589932816,60.02176331697039
51.97307420709832,72.65757587062066
74.71437501484813,41.95989596948753
76.84516441244615,79.2891729074404
46.0401599246373,11.707814850670255
77.1073393357427,0.21812090796728079
31.714295120041758,74.32042111107144
77.65213323115081,45.84010092538697
49.43354166524542,74.60837020467538
70.08626047454987,43.73297253861522
20.33932744944485,70.2121019834416
76.33384722310157,33.86932036988693
67.79689337017672,11.534889483683042
8.761964537773448,12.8981217287052
32.383929672772844,11.729607654772396
66.37788205412609,41.154900854970016
8.64113310500139,1.155486271387014
78.87729279686872,21.95748898411945
