5359.97 27025.3
47332.8 30420
47135.8 61603.9
93087.3 92349.7
62226.8 36609.2
25787.3 60694.3
64723.4 26798.1
5860.6 35352.2
95454.1 22454.8
31021.2 29284.6
70136.6 73501.2
44431.8 91281.8
72524.7 88797.9
85209.7 77259.3
32093.1 13685.1
67329 70023.4
75294 81063.9
39952.7 37320.3
31579.3 43308.3
87188.8 191.448
55006.6 22369.2
57365.2 8622.06
8470.88 18998.7
98505.5 64582.9
43098.3 30156.7
58083.5 45319.8
46226.8 38483.1
24123.6 8445.12
68619 17725
42549.5 58724.8
14685.6 59736
36217.4 25560.2
54859.9 98906
76858.6 28525.6
50153.6 40607.1
52546.1 69154.9
78774.2 95578.3
29505.8 32425.5
2237.62 29966.2
94170.9 83340
11898.6 96464
88791.1 85809.4
92398.2 53398.8
97095.7 2619.7
56243 37309.5
56406.7 89836.5
44936.5 22745.2
35874 44573.2
45493.4 33783.3
46264.7 34652
30058.4 86123.5
84516.4 28401.9
89210.5 42366.1
34505.7 21439.4
71100.4 2914.48
60082.5 2797.93
29232.7 97300.3
59183.5 29301.4
28833.3 12539.4
33080.7 45032.4
71372 56664.9
4180.09 34599
5099.87 93876.2
42548.5 59882.4
73028.3 357.092
10561.7 53620.2
60119.3 72430.7
11475.3 35725.6
74678.1 23918.5
96747.5 97445.2
48550.6 13029
1858.41 11822.1
37642 33810.1
77280.4 56976.3
43879.4 14114.2
14487.9 76116.5
93877.2 25689
52864.6 81988.3
80690 64285.7
4292.93 15794.8
84046.8 81198
66660.1 57721.9
26675.2 66333.5
10743 95367.6
57393.8 7344.53
85981.6 56535.9
22559 4554.6
98455.7 49517.8
22402.7 57595.9
19320.1 26282.4
92487.1 30419.2
52850.1 29288.1
41688.4 59059.7
76196.1 807.203
21387.1 80311.3
26467 11240
33202.3 67989.9
65215.6 84904.9
94076.5 67302.3
86022.4 26268.7
44252.7 31789
76929.4 74805.5
40132.1 66647.8
1305.79 90657.7
42282.3 90629.2
4553.67 8355.45
49988.3 22210.9
73017.8 68288.8
63066.8 84099.3
84658 27073.6
22086.4 67747.3
10930.9 20224.6
88990.7 64239.1
19649.5 68471.7
18668.8 63775
21697.2 71364.5
98221.5 49150
66183.5 99931.5
40146.6 81140.3
10220.7 1173.65
96571 60767.2
36976.1 45659.1
10549.7 2844.93
75657.1 53587.6
89911.2 61163
46817.7 59639.3
64133.3 33747.1
63072.9 33933.3
90782.4 22266.3
24374.3 74014.2
77739.8 51477.8
68470.7 33517.7
23128.3 64243.4
52508.9 89177
48780.1 10888
79084.1 37022
25119.9 54026
10510.2 5305.74
61813.2 3845.45
60330.6 25911.9
96549.4 51497.6
77387.2 44028.3
94061.7 2059.05
90206.8 10087.6
2547.6 83707.9
51222 443.171
9817.22 13379
37955.2 92717.1
39443.5 63370.5
98568.3 31748
69240 87054.7
23089.7 10778.9
50852 94067.6
87021.2 21713.6
94506.5 40115
85506.2 10680.1
41256.8 54331.7
60016.6 89424.2
32068.9 13272.1
47273.4 9006.75
84340.3 52834.7
22897.7 13067.3
59108.2 75167.5
38706.7 78061.4
67428.7 4974.56
71965.4 57475.2
91828.6 9355.64
17516.9 66431.2
85335.1 20843.2
94837.3 88739.7
9887.18 94521.8
24136.5 62645.7
69500.2 33046.8
6195.48 67753.7
12186 3088.64
74701.4 11082.4
81116.7 98907.9
40368.3 64602.2
92994 91689.6
31285.1 2715.94
28774.7 18587.8
35584.9 28409.6
84304.6 52446.3
12939.4 38577
66594.8 88298.5
46118.6 91814.7
79632.6 7586.41
81285.7 9151.05
91521.6 71783.6
23299.1 16901.1
45963.9 64969
20358.6 95711.1
14887.3 86002
26150 4557.04
60386.3 43541.1
30445.9 32025.9
67863 47153.5
49620.4 5207.42
69960.6 51519.2
79548.8 54312.2
25880.7 12621
51187.9 95434.3
18183.6 59868.1
57623.2 27650.7
